COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
GREAT BRITAIN,HOLLAND OR NETHERLANDS,OLDEBROEK,52.45,5.87,8/10/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,45 20 N 011 20 E,45.33,11.33,4/23/1945,M T DUMP,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,2/10/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,FECAMP,49.75,0.38,11/28/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,BORIZZO,37.88,12.53,7/7/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,BELGIUM,MALDEGEM,51.2,3.45,8/15/1944,MALDEGEM A D,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,7/13/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WISMAR,53.88,11.47,9/23/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,GLADBACH,50.77,6.63,2/3/1945,STORES DEPOT,SUPPLY DUMPS AND WAREHOUSES
USA,ITALY,GENOA,44.4,8.95,9/26/1941,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,KNAPSACK NR COLOGNE,50.87,6.85,12/21/1943,THERMAL POWER STATION,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,ITALY,MESSINA,38.18,15.57,2/8/1943,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,3/30/1944,THERMAL POWER STATION,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,AUSTRIA,46 40 N 014 40 E,46.67,14.67,2/14/1945,TOWN,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,9/23/1940,R R,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,YUGOSLAVIA,SAVA,44.73,19.83,9/8/1944,RR BRIDGE,BRIDGES
USA,ITALY,MANTOVA,45.15,10.78,10/19/1944,BRIDGE,BRIDGES
USA,GERMANY,COLBE,50.83,8.78,2/25/1945,RAILROAD BRIDGE,BRIDGES
USA,ITALY,ADIGE,46.78,10.52,4/1/1944,MEZZOCORONA RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,5/10/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,7/30/1940,OIL TANKS,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,12/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,8/26/1941,INNER DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,2/12/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GREISHEIM,100.65,1000.65,8/26/1940,EXPLOSIVES FACTORY,EXPLOSIVES MFG. PLANTS
GREAT BRITAIN,FRANCE,LA HAYE,47.97,-1.33,7/9/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,12/15/1944,I G FARBEN CHEMICAL WK,CHEMICAL PLANTS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,4/16/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,LUTZKENDORF,51.3,11.85,5/12/1944,WINTERSHALL SYN OIL,OIL REFINERIES
GREAT BRITAIN,ITALY,MORTARA,45.25,8.73,10/24/1943,TOWN AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,LUDWIGSHAFEN,49.47,8.37,9/25/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,LEIPZIG,51.33,12.38,7/7/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,ZELI AM SEE,47.3,12.78,11/22/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,BEAUVAIS,49.43,-2.08,9/21/1943,TILLIE A D,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,TRIER,49.77,6.65,5/9/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,8/1/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,GROTTAGLIE,40.53,17.42,7/2/1943,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,10/1/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,6/2/1941,MFG INSTALL,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,HUNGARY,SZEGED,46.23,20.13,8/29/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,XANTEN,51.65,6.45,9/30/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ORVIETO,42.72,12.12,4/12/1944,BRIDGE,BRIDGES
USA,ITALY,AULLA,44.2,9.97,7/7/1944,AMMO FACTORY,EXPLOSIVES MFG. PLANTS
USA,CZECHOSLOVAKIA,BRATISLAVA,48.15,17.12,12/6/1944,RANGIER MY,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,1/1/1941,DESCHIMAG U BOAT,SUBMARINE PENS AND YARDS
USA,CZECHOSLOVAKIA,ROUDNICE,50.43,14.27,12/28/1944,OIL REFINERY,OIL REFINERIES
GREAT BRITAIN,FRANCE,MONTLUCON,46.33,2.62,9/15/1943,INDUSTRIAL TARGET,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,FRANCE,VILLENEUVE,49.08,1.74,6/4/1944,RR JUNCTION,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,HUNGARY,GYOR,47.68,17.63,7/2/1944,INDUSTRIAL PLANT,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,GERMANY,BULLAY,50.05,7.13,11/2/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,7/28/1940,OSLEBHAUSEN OIL REF,OIL REFINERIES
USA,FRANCE,UNKNOWN,,,8/1/1944,ROAD,HIGHWAYS AND VEHICLES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HOOK OF HOLLAND,51.97,4.12,8/29/1941,DOCKS,PORTS AND HARBORS
USA,ITALY,BRONTE,37.77,14.83,8/1/1943,ROADS,HIGHWAYS AND VEHICLES
GREAT BRITAIN,DENMARK,BONN,50.73,7.07,6/16/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,SCHLESWIG,54.53,9.58,11/9/1941,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,45 00 N 011 00 E,45,11,4/8/1945,RIVER CROSS NG,WATERWAYS AND BOATS
GREAT BRITAIN,FRANCE,ST NAZAIRE,47.28,-2.2,4/17/1942,HARBOR INSTALLATION,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,1/14/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,CZECHOSLOVAKIA,MORAVSKA OSTRAVA,49.85,18.3,12/17/1944,OIL REFINERY,OIL REFINERIES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,8/13/1940,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,6/12/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,FORETDENIEPPE HAZEBR,,,8/9/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,MEZIDON,49.07,-0.05,7/18/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,FONTANA LIRE,41.62,13.57,5/21/1944,BRIDGE,BRIDGES
USA,FRANCE,OISSEL,49.35,6,8/11/1944,BRIDGE,BRIDGES
USA,ITALY,ATTIGLIANO,42.52,12.28,4/28/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,10/11/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,FECAMP,49.75,0.38,11/13/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CORTO,42.3,9.15,4/23/1945,RD BDGE,BRIDGES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/23/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ST BRIEUC,48.52,-2.77,8/13/1940,AD,AIR FIELDS AND AIRDROMES
USA,AUSTRIA,48 00 N 014 00 E,48,14,4/25/1945,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,GIESSEN,50.6,8.68,12/11/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,FOUILLARD,48.17,-1.6,6/15/1944,FUEL DEPOT,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,FRANCE,LILLE,50.63,3.07,9/22/1942,LOMME POWER STATION,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,ITALY,44 40 N 011 00 E,44.67,11,4/8/1945,RIV CR,WATERWAYS AND BOATS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/6/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,PESCARA,42.47,14.22,11/27/1943,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,1/4/1941,ANTI AIRCRAFT BATTERY,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,ROTENBURG,53.11,9.41,8/5/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,BERGAMO,45.7,9.68,4/24/1945,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,3/6/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,KARLSTADT,49.92,9.75,3/31/1945,COMM CENTER,TRANSPORTATION FACILITIES (NOT SPECIFICALLY IDENTIFIED BELOW)
USA,TUNISIA,GABES,33.85,10.12,2/8/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/16/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,DINAN,48.45,-2.03,7/19/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,6/23/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,12/21/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,IMOLA,44.35,11.72,4/9/1945,GUN POSITIONS,GUN EMPLACEMENTS
USA,YUGOSLAVIA,BELGRADE,44.82,20.48,5/18/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VENLOO,51.37,6.15,8/28/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,HUNGARY,SZONY,47.73,18.17,8/28/1944,OIL REFINERY,OIL REFINERIES
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,7/10/1941,HARBOR,PORTS AND HARBORS
USA,ITALY,45 00 N 011 00 E,45,11,4/22/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,HOHENBUDBERG,51.38,6.5,4/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,VIERZON,100.65,1000.65,6/30/1944,RWY CENTER,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,44 40 N 010 00 E,44.67,10,4/22/1945,ROAD BLOCK,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,4/17/1943,COKE OVENS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,FRANCE,UNKNOWN,,,1/21/1944,V WEAPON LAUNCHING SIT,V - WEAPON LAUNCHING SITES
GREAT BRITAIN,GERMANY,HUSUM,54.5,9.05,3/3/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ROUEN,49.43,1.08,8/25/1943,GRAND QUEVILLY POWER S,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,YUGOSLAVIA,DOBOJ,44.73,18.1,11/20/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,8/2/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,9/15/1940,SUB PENS,SUBMARINE PENS AND YARDS
USA,ITALY,BORGOFORTE,45.13,10.77,3/28/1945,BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,ST AUBIN,49.87,1.2,9/23/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,11/7/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,11/1/1940,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,10/24/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,4/8/1944,BUILDINGS,CITIES TOWNS AND URBAN AREAS
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/15/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,UNKNOWN,45.95,7.97,7/9/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,CALCINATO,45.45,10.42,4/1/1945,RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,3/17/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,FLERS,48.75,-0.57,6/6/1944,RD BLOCKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,ITALY,FERRARA,44.85,11.63,1/28/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,ESENS,53.65,7.62,6/16/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,NEUBRANDENBURG,53.55,13.28,4/18/1944,ARMAMENT WORKS,ARMAMENT AND ORDNANCE PLANTS
USA,GERMANY,ELLER,51.2,6.85,10/29/1944,BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,BOULOGNE SUR GESSE,43.28,0.63,7/28/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,7/8/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,12/4/1940,ARSENAL,SUPPLY DUMPS AND WAREHOUSES
USA,GERMANY,COBLENZ,50.35,7.6,12/10/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,MONTE OGGIOLI,44.17,11.32,9/14/1944,GUN POSITIONS,GUN EMPLACEMENTS
USA,GERMANY,GESEKE,51.63,8.5,2/22/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,UNKNOWN,,,6/22/1944,ROAD,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,8/6/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,NORDERNEY,53.72,7.15,4/22/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,11/3/1943,RHEINMETAL ARMAMENT,ARMAMENT AND ORDNANCE PLANTS
USA,ITALY,FROSINONE,41.63,13.37,12/15/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,DANZIG,54.35,18.67,10/9/1943,A C FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,GERMANY,OLDENBURG,53.95,13.56,9/11/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,12/29/1943,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,11/15/1940,SUB PENS,SUBMARINE PENS AND YARDS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,5/11/1941,OIL STORAGE,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,FRANCE,EVRON,48.15,-0.4,8/2/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,CAMBRAI,50.18,3.23,11/14/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KASSEL,51.32,9.47,3/8/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DARMSTADT,49.87,8.65,5/5/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,47 40 N 012 20 E,47.67,12.33,1/20/1945,RAILROAD BRIDGE,BRIDGES
USA,AUSTRIA,VIENNA,48.2,16.37,7/16/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,4/6/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ANGITOLA RIVER,38.75,16.17,8/11/1943,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,STADE,53.62,9.47,7/27/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,LES CATELLIERS,,,7/9/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,BATTIPAGLIA,40.62,14.97,9/8/1943,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67,2/4/1944,ENGINE PLANTS,ENGINE PLANTS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,3/8/1941,DDCKS CANALS BARGES,PORTS AND HARBORS
USA,FRANCE,43 20 N 004 40 E,43.33,4.67,7/12/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LUBECK,53.87,10.67,7/18/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,9/17/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,FECAMP,49.75,0.38,8/25/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,9/15/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,RENNES,48.12,-1.67,8/23/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,ITALY,CALAIS,50.97,1.87,9/16/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,TUNISIA,DJ TEBAGA,33.75,9.33,3/24/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,VANNES,47.72,2.22,12/8/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/13/1940,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS
USA,ITALY,41 00 N 016 40 E,41,16.67,8/7/1944,AMMUNITION,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,9/15/1943,EMS CANAL,WATERWAYS AND BOATS
USA,ITALY,AMOROSI,41.22,14.45,9/29/1943,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,WUNSDORF,52.15,13.47,10/23/1940,AIRFIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,8/6/1941,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/22/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ADIGE,46.78,10.52,6/12/1944,MEZZOCORONA RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/8/1941,SUB YARDS,SUBMARINE PENS AND YARDS
USA,ITALY,BORIZZO,37.88,12.53,7/9/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,TUNISIA,EL GUETTAR,34.33,8.92,3/24/1943,TROOP CONCENTRATION,TROOP CONCENTRATIONS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,1/21/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 20 N 007 00 E,45.33,7,11/2/1943,TROOPS,TROOP CONCENTRATIONS
USA,ITALY,ALBINIA,42.5,11.22,6/3/1944,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,12/6/1940,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,5/18/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,11/5/1943,MINSTERSTEIN COKING,CHEMICAL PLANTS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,8/30/1940,ARADO AC PL AIRFIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,6/11/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,LE TOUQUET,50.53,1.6,9/15/1940,DOCK AREA,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,2/7/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,LIMBOURG,50.6,5.93,7/7/1941,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,NOCERA,40.73,14.62,9/25/1943,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,3/26/1942,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,CHIARI,45.53,9.93,1/22/1945,BRIDGE,BRIDGES
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,8/27/1941,DOCKS,PORTS AND HARBORS
USA,FRANCE,49 20 N 006 00 E,49.33,6,9/11/1944,TACTICAL,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,PAPENBURG,53.1,7.42,8/14/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,UNKNOWN,45.95,7.97,2/26/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,MESSINA,38.18,15.57,3/23/1943,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/17/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,MELUN,48.53,2.65,11/14/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BREMERHAVEN,53.55,8.58,7/26/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ARNHEM,51.98,5.92,9/25/1940,AERODROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,50 40 N 008 20 E,50.67,8.33,3/22/1945,TRAIN,MOVING TRAINS & ROLLING STOCK
USA,ITALY,44 00 N 009 20 E,44,9.33,8/15/1944,RAIL LINE,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,KASSEL,51.32,9.47,3/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,HUNGARY,NAGYKANIZSA,46.45,17.03,11/20/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/30/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,AMBES,45,-0.53,8/19/1940,OIL DEPOT,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,HEIDE,54.22,9.12,9/20/1941,AIRDROME,AIR FIELDS AND AIRDROMES
