COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,ITALY,BENEVENTO,41.13,14.75,10/1/1943,BRIDGE,61
GREAT BRITAIN,GERMANY,EMS,100.65,1000.65,11/17/1940,CANAI JUNCTION,66
GREAT BRITAIN,GERMANY,JULICH,50.92,6.35,11/16/1944,CITY AREA,2
USA,FRANCE,43 20 N 006 40 E,43.33,6.67,8/15/1944,CITY AREA,2
USA,AUSTRIA,VIENNA,48.2,16.37,10/7/1944,OIL REFINERY,50
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEMOK DEN HOORN,53.37,6.43,11/17/1940,SEAPLANE BASE,78
USA,ITALY,CANNETO,45.17,10.4,4/23/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,10/8/1940,POWER PLANTS,3
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,8/29/1940,AIRDROME,78
GREAT BRITAIN,ITALY,BERGAMO,45.7,9.68,10/20/1940,IND FACTORIES,9
USA,GERMANY,NEUDECK,50.32,12.72,9/11/1944,CITY AREA,2
USA,AUSTRIA,KNITTELFELD,47.22,14.82,3/16/1945,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,11/7/1941,DOCKS,71
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,12/6/1940,SEARCHLIGHTS,80
USA,GERMANY,LANDSHUT,48.45,12.17,2/22/1945,LOCOMOTIVE,63
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,3/3/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/26/1945,CITY AREA,2
GREAT BRITAIN,FRANCE,CHATEAUDUN,48.07,1.33,6/6/1944,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,2/14/1942,CITY AREA,2
USA,AUSTRIA,KLAGENFURT,46.63,14.3,4/14/1945,RR,63
USA,YUGOSLAVIA,OBER DRAUBURG,46.6,15.03,11/5/1944,MARSHALLING YARDS,63
USA,ITALY,45 00 N 011 00 E,45,11,4/9/1945,ROAD JUNCTION,65
GREAT BRITAIN,FRANCE,GRIS NEZ,50.87,1.6,12/20/1940,GUN EMPLACEMENTS,82
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,7/29/1940,OIL TANKS,53
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,3/4/1944,CITY AREA,2
USA,FRANCE,46 00 N 010 40 E,46,10.67,7/6/1944,BUILDINGS,80
USA,GERMANY,HILDESHEIM,52.15,9.97,4/26/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,10/2/1944,CITY AREA,2
USA,ITALY,PORTO RECANATI,43.43,13.67,6/9/1944,BRIDGE,61
USA,ITALY,BRESCIA,45.55,10.25,4/22/1945,CITY AREA,2
USA,ITALY,CAPUA,41.1,14.2,10/9/1943,GUN POSITIONS,82
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,5/3/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,4/12/1942,CITY AREA,2
USA,ITALY,FICAROLO,44.95,11.43,4/1/1945,RIVER CROSSING,66
USA,ITALY,SERINO,40.12,15.83,9/24/1943,CITY AREA,2
USA,ITALY,BRONTE,37.77,14.83,8/2/1943,CITY AREA,2
GREAT BRITAIN,FRANCE,SAAREGUEMINES,49.12,7.05,8/24/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,8/2/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,BOHLEN,51.18,12.38,3/19/1945,BRABAG OIL REF,52
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,5/27/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,LE TROUQUET,50.53,1.6,9/6/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HOHENBUDBERG,51.38,6.5,7/15/1941,CITY AREA,2
USA,ITALY,FERRARA,44.85,11.63,12/29/1943,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,8/17/1941,DOCKS,71
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,1/22/1941,SEARCHLIGHTS,80
USA,ITALY,COMO,46,9.25,4/29/1945,CONVOY ON RD,65
USA,ITALY,ORVIETO,42.72,12.12,5/11/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,3/11/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,HAGEN,51.37,7.47,3/8/1943,BLDG,2
USA,ITALY,CASTEL DEL RIO,44.22,11.5,8/25/1944,ROAD BRIDGE,61
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,4/16/1943,CITY AREA,2
USA,ITALY,DOGNA VISOCCO,46.45,13.3,2/13/1945,R R BRIDGE,61
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,10/11/1940,DOCKS BARGES SHIPPING,71
USA,ITALY,ALA,45.75,11.03,11/10/1944,R R BRIDGE,61
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,1/14/1942,AIRDROME,78
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,9/7/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,1/17/1945,CITY AREA,2
USA,AUSTRIA,BRUCK,47.35,16.17,3/26/1945,MARSHALLING YARD,63
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,6/21/1941,DOCKS,71
GREAT BRITAIN,HOLLAND OR NETHERLANDS,FLUSHING,51.4,3.53,10/7/1944,GUN EMPLACEMENTS,82
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,1/7/1942,SHIPPING,73
GREAT BRITAIN,GERMANY,LINGEN,52.53,7.33,10/30/1942,CITY AREA,2
USA,GERMANY,BAD MUNSTER,49.82,7.85,2/21/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,HAMELN,52.1,9.37,9/29/1940,MARSHALLING YARD,63
USA,AUSTRIA,INNSBRUCK,47.27,11.38,11/25/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,9/6/1943,CITY AREA,2
USA,ITALY,44 40 N 008 40 E,44.67,8.67,4/22/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,FRANCE,GUINES,50.87,1.87,10/20/1940,AERODROME,78
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,11/15/1943,CITY AREA,2
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,8/30/1941,DOCKS BARGES SHIPPING,71
USA,FRANCE,UNKNOWN,,,6/6/1944,GP,82
USA,GERMANY,42 40 N 012 40 E,42.67,12.67,3/15/1945,RAILROAD,63
GREAT BRITAIN,CZECHOSLOVAKIA,COLOGNE,50.93,6.95,4/5/1942,FACTORY,9
GREAT BRITAIN,FRANCE,OCTEVILLE,49.55,7,8/28/1940,AIRDROME,78
USA,YUGOSLAVIA,NIS,43.32,21.9,9/2/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,3/2/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,11/23/1940,CITY AREA,2
USA,ITALY,MIGNANO,41.38,13.97,9/25/1943,HIGHWAY,65
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,10/20/1940,UNIDENTIFIED FACTORIES,9
USA,ITALY,POTENZA,40.63,15.8,9/16/1943,RAILROADS,63
USA,GERMANY,BADMERGENTHEIM,49.5,9.77,3/28/1945,TOWN,2
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,8/9/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,STRAUSBERG,52.57,13.88,5/4/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,12/15/1940,MARSHALLING YARD,63
USA,ITALY,COSENZA,39.27,16.25,4/12/1943,MARSHALLING YARD,63
USA,ITALY,MONTE SCAURI,41.25,13.7,1/20/1944,MILITARY INSTLS,80
GREAT BRITAIN,ITALY,SAVONA,44.3,8.5,4/13/1943,TOWNAREA,2
USA,ITALY,CREMONA,45.13,10.03,1/21/1945,FUEL DUMP,83
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,5/29/1942,DOCKS BARGES SHIPPING,71
USA,ITALY,LEGHORN,43.53,10.33,6/22/1944,HARBOR,71
USA,FRANCE,RENNES,48.12,-1.67,6/12/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,8/19/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/6/1944,CITY AREA,2
USA,ITALY,MARINA DI CATANZARO,40.83,16.23,8/8/1943,R R BRIDGE,61
USA,FRANCE,OISSEL,49.35,6,8/11/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,9/15/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,9/19/1942,CITY AREA,2
USA,ITALY,BRASSANA,,,7/16/1944,RR BRIDGES,61
GREAT BRITAIN,GERMANY,FURSTENAU,52.53,7.67,12/16/1942,TRANSPORT CANAL,66
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,2/9/1944,CITY AREA,2
USA,ITALY,GENOA,44.4,8.95,8/2/1944,HARBOR INSTALL,71
GREAT BRITAIN,GERMANY,GREVENBROICH,51.1,6.6,10/15/1940,VEREINIGTE ALUM WKS,41
USA,ITALY,ORVIETO,42.72,12.12,5/15/1944,BRIDGE,61
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,1/16/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,3/15/1944,CITY,2
USA,ITALY,44 40 N 011 20 E,44.67,11.33,4/21/1945,ROAD,65
USA,ITALY,ARENZANO,44.4,8.7,8/12/1944,GP,82
USA,ITALY,AVELLINO,40.9,14.78,9/24/1943,MOTOR TRANSPORT,65
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,7/30/1940,SYN OIL PLANT OF GEWER,52
USA,GERMANY,BABENHAUSEN,49.97,8.95,12/24/1944,AIRDROME,78
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,9/17/1940,HARBOR,71
USA,ITALY,45 00 N 009 40 E,45,9.67,4/22/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,11/3/1943,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,7/28/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,9/15/1940,DOCKS CANALS BARGES,71
USA,ITALY,44 00 N 010 00 E,44,10,6/12/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,1/11/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,11/25/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,3/13/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,HEIDE,54.22,9.12,8/10/1940,AIRDROME,78
USA,GERMANY,LEIPZIG,51.33,12.38,6/29/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,FLUSHING,51.4,3.53,1/22/1941,PETROL STORES,53
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,8/22/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,2/22/1942,CITY AREA,2
USA,ITALY,FOLLONICA,42.93,10.77,4/15/1944,RD BRIDGE,61
GREAT BRITAIN,GERMANY,VEGESACK,53.18,8.62,7/13/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,BOULOGNE SUR GESSE,43.28,0.63,10/21/1941,AIRDROME,78
GREAT BRITAIN,BELGIUM,LIEGE,50.63,5.58,8/31/1941,FACTORIES,9
USA,ITALY,MESSINA,38.18,15.57,3/30/1943,DOCKS,71
USA,FRANCE,BEAUM0NT SUR OISE,49.13,2.28,5/13/1944,AIRDROME,78
USA,AUSTRIA,VIENNA,48.2,16.37,2/15/1945,GOODS DEPOT,83
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,10/24/1940,BUILDINGS,2
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,2/12/1944,INDUSTRIAL TARGETS,9
USA,GERMANY,ALSFELD,50.77,9.27,2/22/1945,STATION,63
USA,ITALY,ROMA,42,12.5,5/30/1944,ROAD BRIDGE,61
USA,ITALY,BRESSANONE,46.72,11.63,2/17/1945,BRIDGES,61
USA,ITALY,AVISIO,46.28,11.42,9/4/1944,VIADUCT,61
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,11/8/1944,SYN OIL PLANT OF GEWER,52
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,8/19/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,RHEINE,52.3,7.43,10/1/1941,CITY AREA,2
USA,ITALY,BRONTE,37.77,14.83,8/1/1943,TROOP CONCENTRATIONS,81
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,4/5/1942,CITY AREA,2
USA,GERMANY,MUNICH,48.13,11.58,2/25/1945,MARSHALLING YARD,63
USA,ITALY,FORTEZZA,46.8,11.22,4/8/1945,RAILROAD BRIDGE,61
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,11/25/1944,CITY AREA,2
USA,GERMANY,BALTRUM,53.73,7.42,8/5/1944,AIR FIELD,78
USA,ITALY,GRAZZANISE,41.1,14.12,9/5/1943,AIRDROME,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,6/22/1941,DDCKS CANALS BARGES,71
USA,ITALY,BENEDETTO,45.03,10.95,1/29/1944,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,8/24/1941,CITY AREA,2
USA,ITALY,45 20 N 011 20 E,45.33,11.33,3/24/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,FRANCE,VANNES,47.72,2.22,8/23/1940,AIRDROME,78
USA,AUSTRIA,SALZBURG,47.78,13.03,10/16/1944,BRIDGE CENTER,61
USA,HUNGARY,SZONY,47.73,18.17,6/14/1944,OIL TANKS,53
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,12/7/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,11/22/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,11/22/1940,BLAST FURNACES,39
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,5/25/1943,INDUSTRIAL POWER STATI,3
GREAT BRITAIN,HOLLAND OR NETHERLANDS,IJMUIDEN,52.47,4.6,4/25/1941,IRON AND STEEL WORKS,39
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,1/8/1943,INDUSTRIAL TARGETS,9
USA,ITALY,46 00 N 011 00 E,46,11,4/10/1945,FIRES,80
USA,FRANCE,44 40 N 006 20 E,44.67,6.33,4/5/1945,RAILROAD,63
USA,GERMANY,KEMPTEN,47.72,10.3,4/12/1945,DEPOT,83
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/12/1941,WAR OFFICE,4
USA,GERMANY,UNKNOWN,45.95,7.97,6/21/1944,MARSHALLING YARD,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,8/14/1940,AIRDROME,78
USA,ITALY,BORGOFORTE,45.13,10.77,7/13/1944,BRIDGE,61
USA,ROMANIA,GIURGIU,43.9,25.97,6/23/1944,OIL REFINERY,50
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,9/20/1940,TRAIN,64
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,11/20/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,12/21/1940,NAVAL STORES COMPONENT,70
GREAT BRITAIN,GERMANY,HOCHST A MAIN,50.1,8.55,9/8/1942,CITY AREA,2
USA,FRANCE,LES PONTS DE CE,47.43,-0.53,7/19/1944,RR BRIDGE,61
USA,AUSTRIA,LINZ,48.3,14.3,2/25/1945,H GOERING BENZOL PLANT,50
GREAT BRITAIN,HOLLAND OR NETHERLANDS,FLUSHING,51.4,3.53,2/25/1941,SUB ASSBLY REPAIR STAT,72
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,7/29/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEELEN,52.1,5.88,8/14/1941,AD,78
USA,GERMANY,BRUNSWICK,52.25,10.5,3/15/1944,A C FACTORIES,11
USA,HUNGARY,SZAJOL,47.18,20.3,9/3/1944,R R BRIDGE,61
USA,HUNGARY,SZOMBATHELY,47.23,16.62,3/26/1945,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,10/3/1940,HARBOR,71
USA,ITALY,45 00 N 011 00 E,45,11,3/3/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,WORMS,49.63,8.37,12/2/1944,CITY AREA,2
USA,ITALY,44 40 N 011 00 E,44.67,11,4/22/1945,RR CARS,64
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,5/30/1941,MFG INSTALL,9
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/17/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/23/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,10/29/1940,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,3/18/1941,DE KOOY AIRDROME,78
USA,AUSTRIA,VIENNA,48.2,16.37,10/7/1944,OIL DEPOT,53
GREAT BRITAIN,GERMANY,PADERBORN,51.72,8.75,3/24/1945,CITY AREA,2
USA,GERMANY,KASSEL,51.32,9.47,10/7/1944,HENSCHEL AERO ENGINE,13
USA,ITALY,SIBARI,39.78,16.47,8/15/1943,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,MULHEIM,47.8,7.63,8/7/1941,VIRSTAHLWERG AG BLAST,39
USA,AUSTRIA,VIENNA,48.2,16.37,3/21/1945,OIL REFINERY,50
GREAT BRITAIN,GERMANY,ELBERFELD,51.25,7.05,2/9/1944,BALL BEARING WKS JAEGE,32
USA,ITALY,BADIA POLESINE,45.1,11.47,7/10/1944,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,RHEYDT,51.17,6.43,8/24/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,MINDEN,52.3,8.92,11/20/1944,CITY AREA,2
USA,ITALY,CENTOCELLE,41.88,12.57,12/28/1943,AIRDROME,78
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,8/12/1940,EMS CANAL,66
GREAT BRITAIN,GERMANY,ROSTOCK,54.08,12.13,4/23/1942,MARIENEHE A C ASSEMBLY,11
USA,ITALY,44 20 N 008 40 E,44.33,8.67,4/17/1945,LIGHT,80
GREAT BRITAIN,GERMANY,WARNEMUNDE,54.18,12.1,5/8/1942,ARADO A C PLANT,11
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,3/28/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,10/27/1940,ROTHENSEE SYNTHETIC OI,52
GREAT BRITAIN,GERMANY,WESTERLAND,54.87,8.33,5/19/1943,AIRODROME,78
GREAT BRITAIN,GERMANY,SAARBRUCKEN,49.23,6.98,8/28/1942,CITY AREA,2
USA,FRANCE,BEAUVAIS,49.43,-2.08,6/14/1944,TILLIE A D,78
USA,AUSTRIA,KLAGENFURT,46.63,14.3,12/19/1944,RR,63
GREAT BRITAIN,GERMANY,STUTTGART,48.78,9.18,9/29/1940,BOSCH MAGNETO WORKS,33
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/8/1941,MONKEBERG OIL STORAGE,53
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,8/13/1940,FACTORY,9
USA,CZECHOSLOVAKIA,KRALUPY,50.43,13.32,12/28/1944,OIL REFINERY,50
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,3/26/1942,BUILDINGS,2
USA,ITALY,CALLIANO,45,8.25,12/30/1944,RR BRIDGE,61
USA,AUSTRIA,VIENNA,48.2,16.37,10/17/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,ERFURT,50.97,11.03,11/26/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/17/1940,AIRDROME,78
USA,ITALY,POSTUMIA,45.78,14.2,3/12/1945,RAILROAD BRIDGE,61
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,4/2/1942,INNER DOCKS,71
USA,GERMANY,KASSEL,51.32,9.47,10/2/1944,ORD DEPOT,83
USA,GERMANY,AUGSBURG,48.37,10.88,1/15/1945,MARSHALLING YARD,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TERSCHELLING,100.65,1000.65,1/10/1942,TOWN AREA,2
USA,ITALY,CASTEL MAGGIORE,44.57,11.38,4/22/1945,RR SIDING,63
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,12/21/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,8/27/1940,SEARCHLIGHTS,80
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,3/2/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,BORDEAUX,44.83,-0.57,4/13/1941,CITY AREA,2
USA,CZECHOSLOVAKIA,BRUX,50.52,13.63,9/12/1944,MARSHALLING YARDS,63
USA,HUNGARY,BUDAPEST,47.5,19.03,9/20/1944,BRIDGE,61
USA,ITALY,CROTONE,39.08,17.13,7/13/1943,AREA,2
USA,GERMANY,BLECHHAMMER,50.33,18.3,11/17/1944,OIL REFINERY SYNTHETIC,52
GREAT BRITAIN,FRANCE,FORET DU CROC,49.8,1.2,7/23/1944,TOWN AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,6/17/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,STUTTGART,48.78,9.18,2/20/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,3/2/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,5/30/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,7/22/1941,CITY AREA,2
USA,ITALY,CHIARI,45.53,9.93,3/30/1945,BRIDGE,61
USA,ITALY,AVISIO,46.28,11.42,12/15/1943,VIADUCT,61
GREAT BRITAIN,HOLLAND OR NETHERLANDS,FLUSHING,51.4,3.53,10/11/1944,GUN EMPLACEMENTS,82
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/23/1940,GUN EMPLACEMENTS,82
USA,GERMANY,LANDSHUT,48.45,12.17,4/16/1945,LOCOMOTIVE,63
GREAT BRITAIN,GERMANY,KAPPELN,49.68,7.57,7/28/1941,TOWN,2
GREAT BRITAIN,GERMANY,OLDENBURG,53.95,13.56,1/20/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,12/22/1942,BRIDGE,61
USA,FRANCE,UNKNOWN,,,6/7/1944,ROAD,65
USA,GERMANY,BERLIN,52.53,13.42,10/6/1944,TEGEL TANK PLANT,21
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,2/18/1945,CITY AREA,2
GREAT BRITAIN,FRANCE,SAUMUR,47.25,-0.08,5/31/1944,MARSHALLING YARD,63
USA,YUGOSLAVIA,46 20 N 014 00 E,46.33,14,10/11/1944,ROAD BRIDGE,61
USA,ITALY,CHEDI,45.43,10.42,4/22/1945,AIRDROME,78
USA,CZECHOSLOVAKIA,NOVE ZAMKY,48,18.17,10/7/1944,MARSHALLING YARDS,63
USA,GERMANY,FISCHBACH,47.97,7.93,2/22/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,11/4/1941,FLAK BATTERY,82
USA,TUNISIA,DJ OUM ALI,34.13,9.15,3/24/1943,MOTOR TRANSPORT,65
USA,TUNISIA,36 40 N 009 40 E,36.67,9.67,4/28/1943,GUNS,82
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,10/31/1941,FLAK BTY,82
USA,TUNISIA,MAHARES,34.52,10.48,1/14/1943,R R,63
USA,AUSTRIA,ST POLTEN,48.22,15.63,7/8/1944,AIRDROME,78
USA,GERMANY,LANDAU,48.68,12.68,4/25/1945,AIR FIELD,78
USA,AUSTRIA,VIENNA,48.2,16.37,12/19/1944,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,ROLLEZ,50.53,2.07,7/19/1944,TOWN AREA,2
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,12/17/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,4/28/1941,NAVAL INSTALLATIONS,70
USA,SARDINIA,GOLFO ARANCI,41,9.63,6/24/1943,SHIPPING,73
USA,ITALY,REGGIO DI CALABRIA,38.1,15.65,5/21/1943,RR TERMINUS,63
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,8/24/1942,CITY AREA,2
GREAT BRITAIN,FRANCE,ROUEN,49.43,1.08,8/15/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,8/30/1940,CITY AREA,2
GREAT BRITAIN,FRANCE,OISEMONT,49.95,1.78,6/30/1944,V WEAPON SITE,85
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,3/22/1945,CITY,2
GREAT BRITAIN,ITALY,CALAIS,50.97,1.87,9/16/1940,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28,6/20/1941,FLAK BATTERY,82
USA,ITALY,BATTIPAGLIA,40.62,14.97,8/17/1943,MARSHALLING YARD,63
USA,ITALY,BOARA PISANI,45.1,11.78,10/3/1944,R R BRIDGE,61
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,7/26/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,HANAU,50.13,8.93,9/28/1940,CITY AREA,2
USA,GERMANY,DARMSTADT,49.87,8.65,12/12/1944,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,3/23/1945,BRIDGE,61
USA,ITALY,BOLOGNA,44.5,11.35,10/12/1944,MUNITIONS FACTORY,23
USA,GERMANY,HAMBURG,53.55,10,7/21/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,8/27/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,8/3/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,ELBERFELD,51.25,7.05,1/30/1944,BALL BEARING WKS JAEGE,32
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,2/4/1943,CITY AREA,2
USA,ITALY,CATANIA,37.52,15.08,7/8/1943,M Y,63
GREAT BRITAIN,GERMANY,WORMS,49.63,8.37,11/21/1944,CITY AREA,2
USA,GERMANY,FRIEDRICHSHAFEN,47.65,9.5,3/18/1944,AC FACTORY,11
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,10/14/1940,SUB PENS,72
GREAT BRITAIN,FRANCE,NANTES,47.22,-1.53,5/7/1944,CHATEAU BOUGON A D,78
